854,2008-02-02 15:06:17,116.28265,39.92298
854,2008-02-02 15:07:26,116.27886,39.92548
854,2008-02-02 15:07:26,116.27886,39.92548
854,2008-02-02 15:12:27,116.27882,39.9255
854,2008-02-02 15:16:20,116.27876,39.92558
854,2008-02-02 15:17:29,116.27877,39.92561
854,2008-02-02 15:22:31,116.30179,39.93107
854,2008-02-02 15:26:24,116.31376,39.93025
854,2008-02-02 15:27:32,116.31319,39.92686
854,2008-02-02 15:34:31,116.31311,39.92713
854,2008-02-02 15:34:31,116.31311,39.92713
854,2008-02-02 15:54:46,116.31538,39.92353
854,2008-02-02 15:59:48,116.30419,39.92881
854,2008-02-02 16:00:39,116.30419,39.93378
854,2008-02-02 16:00:39,116.30419,39.93378
854,2008-02-02 16:04:50,116.30393,39.94963
854,2008-02-02 16:09:51,116.31847,39.94476
854,2008-02-02 16:10:42,116.31931,39.93912
854,2008-02-02 16:14:53,116.31619,39.93121
854,2008-02-02 16:19:55,116.31853,39.93108
854,2008-02-02 16:19:55,116.31853,39.93108
854,2008-02-02 16:20:46,116.31876,39.93112
854,2008-02-02 16:24:56,116.31951,39.93817
854,2008-02-02 16:29:58,116.31797,39.94611
854,2008-02-02 16:30:49,116.31827,39.94527
854,2008-02-02 16:35:00,116.32892,39.93669
854,2008-02-02 16:40:01,116.35177,39.94281
854,2008-02-02 16:40:52,116.35545,39.94382
854,2008-02-02 16:50:05,116.40152,39.94766
854,2008-02-02 16:50:56,116.40374,39.94768
854,2008-02-02 17:00:59,116.42913,39.929
854,2008-02-02 17:05:10,116.42771,39.94008
854,2008-02-02 17:10:11,116.46033,39.96721
854,2008-02-02 17:11:02,116.4682,39.97426
854,2008-02-02 17:15:13,116.47716,39.98281
854,2008-02-02 17:20:15,116.46493,40.00035
854,2008-02-02 17:21:06,116.46548,40.00047
854,2008-02-02 17:30:18,116.42865,39.98811
854,2008-02-02 17:31:09,116.42119,39.98783
854,2008-02-02 17:40:21,116.42112,39.98794
